id,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,average_token_length,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity
20800,2.833213344056216,7.191429330036379,0.45180722891566266,0.5865963855421686,0.3870481927710843,8.754476306284166,0.42116492023034086,0.07978381950344568,0.03237951807228916,0.02108433734939759,0.6056338028169014,0.39436619718309857,0.38567653276955605,0.1,0.8,-0.2874007936507937,-0.1,-1.0,0.45454545454545453,0.13636363636363635
20802,2.6390573296152584,6.583409222158765,0.49100968188105115,0.6210235131396957,0.3969571230982019,8.214465160759186,0.3501984126984127,-0.02594246031746032,0.017980636237897647,0.02074688796680498,0.4642857142857143,0.5357142857142857,0.2661538461538462,0.1,0.5,-0.2672222222222222,-0.05,-0.9,0.0,0.0
20803,2.70805020110221,6.478509642208569,0.4807987711213518,0.5622119815668203,0.3932411674347158,7.9291264873067995,0.41234307359307343,0.12700351731601733,0.047619047619047616,0.015360983102918587,0.7560975609756098,0.24390243902439024,0.33050097751710655,0.0625,1.0,-0.21500000000000002,-0.05,-0.5,0.45454545454545453,0.13636363636363635
20804,1.791759469228055,4.584967478670572,0.7653061224489796,0.5816326530612245,0.5102040816326531,6.052089168924417,0.4035714285714286,0.29761904761904756,0.061224489795918366,0.0,1.0,0.0,0.34722222222222215,0.03333333333333333,0.6,0.0,0.0,0.0,0.0,0.0
20806,2.833213344056216,4.499809670330265,0.6777777777777778,0.5111111111111111,0.43333333333333335,5.991464547107982,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20807,1.791759469228055,6.434546518787453,0.478330658105939,0.622792937399679,0.42696629213483145,8.053251153549096,0.39284967905657564,0.0393491565905359,0.016051364365971106,0.008025682182985553,0.6666666666666666,0.3333333333333333,0.29744588744588746,0.1,0.75,-0.36666666666666664,-0.13333333333333333,-0.8,0.0,0.0
20810,2.5649493574615367,7.617267813628347,0.31037875061485487,0.839153959665519,0.27594687653713723,9.1986725671085,0.4730819180819182,0.04853507603507609,0.07919331037875062,0.010821446138711265,0.8797814207650273,0.12021857923497267,0.08590687263047514,0.05000000000000002,1.0,-0.20984848484848484,-0.05,-0.5,0.0,0.0
20811,1.9459101490553132,4.969813299576001,0.7013888888888888,0.6388888888888888,0.5416666666666666,6.612041034833092,0.4296296296296297,0.02222222222222223,0.020833333333333332,0.006944444444444444,0.75,0.25,0.20000000000000004,0.1,0.4,-0.4,-0.4,-0.4,0.0,0.0
20812,2.4849066497880004,7.00397413672268,0.5131698455949137,0.5485921889191644,0.4359673024523161,8.644706511715198,0.45694152408438116,0.06983680340823198,0.03814713896457766,0.01907356948228883,0.6666666666666666,0.3333333333333333,0.31222428365285504,0.1,0.7,-0.2705026455026455,-0.1,-0.6,0.0,0.0
20813,1.6094379124341003,6.529418838262226,0.1897810218978102,0.8467153284671532,0.1591240875912409,8.239065331769268,0.25223214285714285,0.09129464285714287,0.0072992700729927005,0.00291970802919708,0.7142857142857143,0.2857142857142857,0.3571428571428571,0.2,0.5,-0.1625,-0.07500000000000001,-0.25,0.4,-0.25
20814,2.8903717578961645,5.8664680569332965,0.6175637393767706,0.5609065155807366,0.46175637393767704,7.462789157412448,0.34095238095238095,0.03023809523809523,0.0084985835694051,0.0028328611898017,0.75,0.25,0.16746031746031745,0.05,0.2857142857142857,-0.2,-0.2,-0.2,0.5357142857142857,0.3571428571428571
